Variante_Dados,Modelo,algorithm,init,max_iter,n_clusters,n_init,random_state,N_Clusters,Ruido_%,Silhouette,Davies_Bouldin,Calinski_Harabasz,Inercia,Min_Cluster_%,batch_size,covariance_type,n_components,branching_factor,threshold
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.2054,1.5913,1170.0601,7772.8348,12.73,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1858,1.6576,1058.9964,7195.1354,11.07,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.2112,1.5864,999.1612,6632.3601,10.87,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1845,1.6887,890.8936,6466.6201,7.83,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1688,1.6385,835.2021,6166.1996,7.17,2048.0,,,,
Atual_M2_PCA80,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1696,1.779,758.2169,6084.9375,4.2,2048.0,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,2.0,10.0,42.0,2,0.0,0.3307,1.1974,1928.5127,12106.3148,39.13,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,3.0,10.0,42.0,3,0.0,0.2522,1.3648,1529.087,9846.4725,28.0,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,4.0,10.0,42.0,4,0.0,0.2126,1.6267,1305.9582,8620.6689,17.83,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,5.0,10.0,42.0,5,0.0,0.1772,1.842,1083.7036,8128.7578,13.93,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,6.0,10.0,42.0,6,0.0,0.1859,1.7432,1014.4603,7384.0953,11.17,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,7.0,10.0,42.0,7,0.0,0.1882,1.7367,940.6847,6893.9375,8.07,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,8.0,10.0,42.0,8,0.0,0.1777,1.7768,863.4925,6587.0852,5.6,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,9.0,10.0,42.0,9,0.0,0.1579,1.7649,793.8923,6369.4195,5.6,,,,,
Atual_M2_PCA80,BisectingKMeans,,k-means++,,10.0,10.0,42.0,10,0.0,0.1473,1.8394,735.7276,6188.82,5.6,,,,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,2,0.0,0.2118,1.3062,884.2356,,22.17,,diag,2.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,3,0.0,0.2026,1.4469,1017.8277,,23.77,,diag,3.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,4,0.0,0.1344,1.4151,582.7341,,7.23,,diag,4.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,5,0.0,0.1413,1.5974,799.3416,,7.27,,diag,5.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,6,0.0,0.1229,1.4859,729.4757,,7.23,,diag,6.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,7,0.0,0.1203,1.7386,697.0749,,5.17,,diag,7.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,8,0.0,0.1111,1.6022,733.3497,,5.77,,diag,8.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,9,0.0,0.1209,1.7657,654.178,,5.53,,diag,9.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,10,0.0,0.0512,1.852,580.424,,2.63,,diag,10.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,2,0.0,0.334,1.182,1925.3482,,36.83,,spherical,2.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,3,0.0,0.2715,1.3154,1643.3494,,29.6,,spherical,3.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,4,0.0,0.2405,1.2556,1277.0496,,9.97,,spherical,4.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,5,0.0,0.2116,1.4577,1172.6785,,9.5,,spherical,5.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,6,0.0,0.2042,1.4579,1075.3088,,9.83,,spherical,6.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,7,0.0,0.1955,1.5818,979.1333,,10.03,,spherical,7.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,8,0.0,0.1772,1.6025,906.6185,,7.83,,spherical,8.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,9,0.0,0.1619,1.6427,792.1584,,6.27,,spherical,9.0,,
Atual_M2_PCA80,GaussianMixture,,,,,5.0,42.0,10,0.0,0.1476,1.63,761.0161,,4.87,,spherical,10.0,,
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.2873,1.2977,1333.8013,,28.0,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.3115,1.1959,1497.9702,,26.67,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.2932,1.2956,1687.3939,,49.1,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.3083,1.2545,1652.2238,,35.07,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2415,1.3818,1369.4646,,28.0,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2422,1.3504,1433.7104,,26.67,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2148,1.5958,1283.9636,,18.03,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2389,1.3903,1412.8432,,27.43,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2233,1.4926,1138.7196,,11.27,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.1736,1.8196,1145.8677,,23.13,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2052,1.5531,1052.8619,,13.5,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2099,1.5393,1143.9327,,9.7,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1771,1.7937,986.6419,,11.27,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1623,1.8533,996.8783,,9.9,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.183,1.6783,1047.1775,,13.5,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1917,1.5579,971.9946,,7.77,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1711,1.7002,927.27,,8.53,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.153,1.7832,921.7958,,9.9,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1556,1.7604,903.5021,,7.63,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1748,1.8074,872.6802,,7.77,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1782,1.643,863.3885,,8.53,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.155,1.6911,848.7598,,9.9,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1493,1.6911,860.2528,,7.63,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1373,1.7886,797.6876,,6.1,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1643,1.6714,798.8443,,8.53,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1366,1.7534,773.7031,,6.9,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1387,1.734,794.9554,,6.57,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1232,1.7667,737.0531,,6.1,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1537,1.7125,751.2772,,6.77,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1323,1.9129,716.6726,,6.9,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1416,1.7683,754.9227,,6.57,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.115,1.8174,670.1931,,4.33,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1547,1.7983,705.596,,5.6,,,,25.0,0.05
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1331,1.8013,668.3669,,4.93,,,,25.0,0.1
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1447,1.83,704.7123,,4.57,,,,25.0,0.25
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.112,1.9704,625.2926,,4.33,,,,25.0,0.5
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.2924,1.2935,1412.4292,,30.0,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.2838,1.3241,1615.6221,,49.37,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.3092,1.0562,1247.2921,,17.63,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,2.0,,,2,0.0,0.3242,1.0697,1433.7969,,20.37,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2391,1.3567,1376.3896,,27.43,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2171,1.4909,1299.3502,,24.6,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2114,1.4906,1279.1319,,17.63,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,3.0,,,3,0.0,0.2291,1.4533,1397.8588,,20.37,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2164,1.5204,1138.2091,,12.53,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.1656,1.8131,1114.5982,,22.9,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2194,1.5726,1106.117,,14.9,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,4.0,,,4,0.0,0.2224,1.6376,1143.5726,,12.93,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1742,1.7374,1014.4125,,12.53,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1567,1.7813,963.6456,,7.9,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1667,1.6398,986.2662,,14.8,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,5.0,,,5,0.0,0.1717,1.6731,1003.3438,,12.93,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1622,1.6972,935.6262,,11.47,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1519,1.7036,892.5285,,7.9,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.1519,1.789,907.8321,,9.73,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,6.0,,,6,0.0,0.155,1.7569,912.7106,,10.9,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1645,1.6054,856.9143,,10.03,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1492,1.6327,820.3947,,7.9,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1384,1.8442,809.4255,,7.53,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,7.0,,,7,0.0,0.1539,1.7869,799.7444,,4.87,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1445,1.6477,792.3124,,6.83,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1425,1.8114,759.5753,,6.27,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.1405,1.7719,790.3495,,7.53,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,8.0,,,8,0.0,0.139,1.9127,735.7009,,4.87,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1415,1.7915,737.2583,,6.83,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1376,1.8172,716.1737,,6.27,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.1408,1.8189,733.575,,5.57,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,9.0,,,9,0.0,0.136,1.8113,679.3563,,3.73,,,,50.0,0.5
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1399,1.6938,683.9072,,3.87,,,,50.0,0.05
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1441,1.7815,676.8905,,5.37,,,,50.0,0.1
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1372,1.8444,704.812,,5.57,,,,50.0,0.25
Atual_M2_PCA80,Birch,,,,10.0,,,10,0.0,0.1269,1.8785,644.8226,,3.73,,,,50.0,0.5
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.3035,1.2991,1659.1814,14072.5899,39.1,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,2.0,50.0,42.0,2,0.0,0.3035,1.2991,1659.1814,14072.5899,39.1,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2414,1.467,1369.27,11422.9561,30.6,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,3.0,50.0,42.0,3,0.0,0.2414,1.467,1369.27,11422.9425,30.6,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2009,1.7392,1092.6048,10439.4124,18.57,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,4.0,50.0,42.0,4,0.0,0.2008,1.7353,1092.6167,10439.3696,18.47,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.1824,1.698,956.4164,9599.231,11.03,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,5.0,50.0,42.0,5,0.0,0.1824,1.7003,956.425,9599.1648,11.03,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1768,1.7204,858.2032,8984.3539,10.8,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,6.0,50.0,42.0,6,0.0,0.1768,1.7204,858.2032,8984.3539,10.8,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1796,1.7784,777.8176,8541.8369,10.67,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,7.0,50.0,42.0,7,0.0,0.1796,1.7784,777.8176,8541.8369,10.67,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1656,1.8171,716.3701,8169.2001,9.07,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,8.0,50.0,42.0,8,0.0,0.1655,1.8166,716.371,8169.1931,9.07,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1649,1.8491,657.7118,7922.9518,6.93,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,9.0,50.0,42.0,9,0.0,0.1649,1.8491,657.7118,7922.9518,6.93,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1475,1.8897,610.8607,7700.9508,6.87,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,300.0,10.0,50.0,42.0,10,0.0,0.1475,1.8897,610.8607,7700.9508,6.87,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,2.0,20.0,42.0,2,0.0,0.3035,1.2991,1659.1814,14072.5899,39.1,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,2.0,50.0,42.0,2,0.0,0.3035,1.2991,1659.1814,14072.5899,39.1,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,3.0,20.0,42.0,3,0.0,0.2414,1.467,1369.27,11422.9561,30.6,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,3.0,50.0,42.0,3,0.0,0.2414,1.467,1369.27,11422.9425,30.6,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,4.0,20.0,42.0,4,0.0,0.2009,1.7392,1092.6048,10439.4124,18.57,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,4.0,50.0,42.0,4,0.0,0.2008,1.7353,1092.6167,10439.3696,18.47,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,5.0,20.0,42.0,5,0.0,0.1824,1.698,956.4164,9599.231,11.03,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,5.0,50.0,42.0,5,0.0,0.1824,1.7003,956.425,9599.1648,11.03,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,6.0,20.0,42.0,6,0.0,0.1768,1.7204,858.2032,8984.3539,10.8,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,6.0,50.0,42.0,6,0.0,0.1768,1.7204,858.2032,8984.3539,10.8,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,7.0,20.0,42.0,7,0.0,0.1796,1.7784,777.8176,8541.8369,10.67,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,7.0,50.0,42.0,7,0.0,0.1796,1.7784,777.8176,8541.8369,10.67,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,8.0,20.0,42.0,8,0.0,0.1656,1.8171,716.3701,8169.2001,9.07,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,8.0,50.0,42.0,8,0.0,0.1655,1.8166,716.371,8169.1931,9.07,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,9.0,20.0,42.0,9,0.0,0.1649,1.8491,657.7118,7922.9518,6.93,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,9.0,50.0,42.0,9,0.0,0.1649,1.8491,657.7118,7922.9518,6.93,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,10.0,20.0,42.0,10,0.0,0.1475,1.8897,610.8607,7700.9508,6.87,,,,,
Atual_M2_PCA90,KMeans,lloyd,k-means++,500.0,10.0,50.0,42.0,10,0.0,0.1475,1.8897,610.8607,7700.9508,6.87,,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.3035,1.2991,1659.1814,14076.571,39.1,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2267,1.5593,1319.699,11699.8915,25.17,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2158,1.6895,1051.5665,10670.3653,17.83,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.193,1.6621,954.1904,9618.3285,11.17,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1512,1.998,811.7765,9302.9986,12.67,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1552,1.8763,761.9747,8667.2846,9.97,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1508,1.9704,685.1591,8417.6636,7.77,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1628,1.9072,652.7094,7974.9217,7.57,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1325,2.0898,582.4461,7991.547,5.9,512.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,2.0,20.0,42.0,2,0.0,0.306,1.2874,1657.9776,14078.6631,37.43,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,3.0,20.0,42.0,3,0.0,0.2406,1.4714,1366.0594,11445.5549,29.17,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,4.0,20.0,42.0,4,0.0,0.2006,1.545,1076.1775,10528.8114,14.4,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,5.0,20.0,42.0,5,0.0,0.1888,1.6884,950.0386,9657.7977,11.27,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,6.0,20.0,42.0,6,0.0,0.1515,2.1716,771.7813,9572.2591,5.53,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,7.0,20.0,42.0,7,0.0,0.1804,1.7497,773.9558,8581.4197,10.73,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,8.0,20.0,42.0,8,0.0,0.1597,1.8993,703.6932,8295.2433,9.9,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,9.0,20.0,42.0,9,0.0,0.1317,2.1106,622.9801,8208.2134,7.33,2048.0,,,,
Atual_M2_PCA90,MiniBatchKMeans,,k-means++,300.0,10.0,20.0,42.0,10,0.0,0.1393,1.976,604.1395,7775.5324,7.93,2048.0,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,2.0,10.0,42.0,2,0.0,0.3029,1.3021,1659.1209,14072.8128,39.53,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,3.0,10.0,42.0,3,0.0,0.222,1.5154,1267.8668,11841.6828,27.8,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,4.0,10.0,42.0,4,0.0,0.1849,1.8151,1065.1678,10578.1872,18.23,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,5.0,10.0,42.0,5,0.0,0.1549,2.0541,877.1594,10067.1387,13.87,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,6.0,10.0,42.0,6,0.0,0.1559,2.0686,767.7596,9578.9689,8.47,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,7.0,10.0,42.0,7,0.0,0.1603,1.978,735.6483,8833.5731,8.47,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,8.0,10.0,42.0,8,0.0,0.1503,2.0158,670.9025,8507.3799,5.7,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,9.0,10.0,42.0,9,0.0,0.1319,2.028,611.9552,8290.6742,5.7,,,,,
Atual_M2_PCA90,BisectingKMeans,,k-means++,,10.0,10.0,42.0,10,0.0,0.1222,2.1239,563.6387,8106.8778,5.7,,,,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,2,0.0,0.1862,1.4116,779.2813,,22.23,,diag,2.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,3,0.0,0.1481,1.6913,715.7582,,23.0,,diag,3.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,4,0.0,0.1187,1.6024,550.4834,,9.23,,diag,4.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,5,0.0,0.1214,1.8463,696.0751,,9.37,,diag,5.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,6,0.0,0.0638,1.9134,543.2104,,7.23,,diag,6.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,7,0.0,0.083,1.8206,607.757,,3.73,,diag,7.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,8,0.0,0.0333,1.9039,496.6789,,2.43,,diag,8.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,9,0.0,0.0489,2.2254,487.0543,,2.43,,diag,9.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,10,0.0,0.0586,1.9235,441.6909,,3.77,,diag,10.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,2,0.0,0.3046,1.2943,1658.5627,,38.33,,spherical,2.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,3,0.0,0.2408,1.4563,1364.0814,,29.0,,spherical,3.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,4,0.0,0.2067,1.4055,1047.6574,,10.4,,spherical,4.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,5,0.0,0.1807,1.6528,939.1172,,9.67,,spherical,5.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,6,0.0,0.1711,1.6426,846.4771,,10.0,,spherical,6.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,7,0.0,0.1667,1.7969,767.1837,,10.1,,spherical,7.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,8,0.0,0.1475,1.8357,702.4958,,7.97,,spherical,8.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,9,0.0,0.1166,1.9006,625.3181,,5.6,,spherical,9.0,,
Atual_M2_PCA90,GaussianMixture,,,,,5.0,42.0,10,0.0,0.1158,1.8967,582.0709,,4.73,,spherical,10.0,,
Atual_M2_PCA90,Birch,,,,2.0,,,2,0.0,0.2572,1.4547,1365.7468,,47.37,,,,25.0,0.05
Atual_M2_PCA90,Birch,,,,2.0,,,2,0.0,0.2872,1.1363,1070.0462,,16.87,,,,25.0,0.1
Atual_M2_PCA90,Birch,,,,2.0,,,2,0.0,0.2288,1.4398,1130.5711,,34.63,,,,25.0,0.25
Atual_M2_PCA90,Birch,,,,2.0,,,2,0.0,0.2835,1.3612,1465.1081,,36.77,,,,25.0,0.5
